Id,"Project Name",Subtype,"Current Status","Capacity MW","Year of Completion","Country list of Sponsor/Developer","Sponsor/Developer Company","Country list of Lender/Financier","Lender/Financier Company","Country list of Construction/EPC","Construction Company/EPC Participant",Country,Province/State,District,,
1562,"Thailand TPI PP 60MW Refuse Incineration and 30MW Cement Kiln Waste Heat Recovery Power Plant Project EPC",Waste,Operational,90,2016,Thailand,EGAT,,,China,"China National Heavy Machinery Corporation EPC China",Thailand,Saraburi,"Muak Lek",,
1563,Thaketa,Gas,Operational,92,1990,Myanmar,MOEP,,,," ",Myanmar,Yangon,Yangon-E,,
1564,Thaketa,Gas,Operational,106,2018,"China; Myanmar",MOEP," Union Resources and Engineering Co"," U Energy Thaketa Power Co Ltd.",,,," ",Myanmar,,
1565,"Thaketa Max Power",Gas,Operational,50,2013,"Japan; Indonesia","Max Power"," Mitsui",,,," ",Myanmar,Yangon,,
1566,"Thakhaek SEZ solar PV",Solar,Planned,,,China,"Hainan-Edentour GmbH Co"," Ltd.",,,," ",Laos,Bolikhamxai,,
1567,Thakwa,Hydro,Planned,150,,"China; Myanmar","China Datang Overseas Investment Ltd."," Shwe Taung Hydropower Co",,,," ",Myanmar,Yangon,,
1568,Thandwe,Wind,Planned,84,,China,"China Three Gorges",,,," ",Myanmar,Rakhine,Thandwe,,
1569,"Thang Binh Solar Park",Solar,"Under Construction",150,,"United Kingdom","GT & Associates and Marshall & Street Ltd",,,," ",Vietnam,"Quang Nam","Thang Binh",,
1570,"Thang Long Nha may Nhiet dien Thang Long",Coal,Operational,600,2018,Vietnam,"Thang Long-Gelexemco Thermal Power Co",China,"China Development Bank China; China Export and Credit Insurance Corporation SinosureChina",China,"Wuhai Kaidi Electric Power Engineering EPC China",Vietnam,"Quang Ninh","Hoanh Bo",,
1571,"Thanh Hai 1 Du an dien gio so 5 Thanh Hai 1",Wind,Planned,32,2020,Vietnam,"Cong ty CP Tan Hoan Cau Ben Tre",,,"Germany; Denmark","Siemens Gamesa"," Danish Export Credit Agency",Vietnam,"Ben Tre",,
1572,Thanlyin,Gas,Planned,400,,Thailand,"Global Power Synergy Co",,,"Myanmar; Japan","Eden Group Myanmar; Marubeni Corp Japan",Myanmar,Yangon,Yangon-S,,
1573,"Thap Sakae Solar Power Plant",Solar,Operational,5,,Thailand,EGAT,,,," ",Thailand,"Prachuap Khiri Khan","Thap Sakae",,
1574,"Thap Tai Solar Power Plant",Solar,Operational,1.7,,Thailand,"Bangkok Solar Power Company"," Ltd.",,,," ",Thailand,"Prachuap Khiri Khan",,
1575,"Thaphanseik Dam",Hydro,Operational,30,2002,China,"Power Construction Corp",China,"CITIC and China EXIM Bank China",," ",Myanmar,Sagaing,Shwebo,,
1576,Thaton,Gas,Operational,51,1974,Myanmar,MOEP,,,," ",Myanmar,Mon,Thaton,,
1577,"Thaton Combine Cycle Gas Turbine CCGT Power Plant",Gas,Operational,118.9,2019,Myanmar,MEPE,"World Bank Group","World Bank Group",China,"China Energy Engineering Corporation China",Myanmar,Mon,Thaton,,
1578,"Thaukyegat 2 Thauk Ye Khat 2",Hydro,Operational,120,2013,Myanmar,"Gold Energy Myanmar"," Shwe Energy",,,China,"Power Construction Corp China",Myanmar,Bago,,
1579,"Thaukyekhet 1 Thauk Ye Khat 1",Hydro,Planned,150,,China,"Power Construction Corp",,,China,"Power Construction Corp"," China/Changjiang Institute of Surveying"," Planning & Design Research China",Myanmar,,
1580,"The Mall - Bangkapi Solar Power Plant",Solar,Operational,1,,Thailand,"Thai Solar Energy Public Company Limited TSE",,,," ",Thailand,"Bangkok Metropolis","Bang Kapi",,
1581,"The Mall - Ngamwongwan Solar Power Plant",Solar,Operational,1,,Thailand,"Thai Solar Energy Public Company Limited TSE",,,," ",Thailand,Nonthaburi,"Muang Nonthaburi",,
1582,"The Mall - Tha Phra Solar Power Plant",Solar,Operational,1,,Thailand,"Thai Solar Energy Public Company Limited TSE",,,," ",Thailand,"Bangkok Metropolis","Thon Buri",,
1583,"Theparak Wind Farm",Wind,"Under Construction",270,2019,,,,,USA,"GE USA",Thailand,Chaiyaphum,"Muang Chaiyaphum",,
1584,"Thepha PP unit 1",Coal,Planned,1000,2021,Thailand,EGAT,,,," ",Thailand,Songkhla,Thepha,,
1585,"Theppana Wind Power Project",Wind,Operational,7.5,2013,Thailand,"THEPPANA WIND FARM COMPANY",ADB,ADB,," ",Thailand,Chaiyaphum,"Thep Sathit",,
1586,"Theun-Hin Boun",Hydro,Operational,270,1998,"Norway; Thailand; Laos","Electricite du Laos 60 PCT"," Statkraft 20 PCT"," GMS Power 20 PCT",ADB,ADB,Norway,Statkraf,Laos,,
1587,"Theun-Hin Boun Expansion",Hydro,Operational,250,2010,Laos,"Theun Hinboun Power Company","Australia; France; Thailand; Belgium; Netherlands; Germany",ANZ," BNP Paribas"," Bank of Ayudhya"," KBC"," Kasikorn Bank"," Siam City Bank",,
1588,"Thien Tan #1 - stage 1 nha may dien mat troi Thien Tan Solar Ninh Thuan"," giai doan 1",Solar,Planned,50,2019,"Vietnam; Finland","Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group",USA,USTDA,,"First Solar Equipment",Vietnam,"Ninh Thuan",,
1589,"Thien Tan #1 - stage 2 nha may dien mat troi Thien Tan Solar Ninh Thuan"," giai doan 2",Solar,Planned,35,2020,"Vietnam; Finland","Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group",USA,USTDA,,"First Solar Equipment",Vietnam,"Ninh Thuan",,
1590,"Thien Tan #2 nha may dien mat troi Thien Tan Solar Ninh Thuan",Solar,Planned,300,2020,"Vietnam; Finland","Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group",USA,USTDA,,"First Solar Equipment",Vietnam,"Ninh Thuan","Bac Ai",,
1591,"Thien Tan #3 nha may dien mat troi Thien Tan Solar Ninh Thuan",Solar,Planned,300,2020,"Vietnam; Finland","Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group",USA,USTDA,,"First Solar Equipment",Vietnam,"Ninh Thuan","Bac Ai",,
1592,"Thien Tan #4 nha may dien mat troi Thien Tan Solar Ninh Thuan",Solar,Planned,300,2020,"Vietnam; Finland","Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group",USA,USTDA,,"First Solar Equipment",Vietnam,"Ninh Thuan","Bac Ai",,
1593,"Thien Tan #5 nha may dien mat troi Thien Tan Solar Ninh Thuan",Solar,Planned,300,2020,"Vietnam; Finland","Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group",USA,USTDA,,"First Solar Equipment",Vietnam,"Ninh Thuan","Bac Ai",,
1594,Thilawa,Gas,Operational,50,2016,Myanmar,MEPE,Japan,JICA,Japan,"Sumitomo Corporation",Myanmar,Yangon,Yangon-S,,
1595,Thilawa,Coal,Cancelled,650,,"Thailand; Japan; Italy",Toyo-Thai,,,," ",Myanmar,Mon,Mawlamyine,,
1596,"Thilawa LNG Thermal Plant",Gas,Planned,1250,2024,"Japan; Myanmar","Sumitomo Corp"," Marubeni Corp"," Mitsui & Co"," Ltd."," Eden Group Co"," Ltd.",Japan,JICA,,
1597,"Thinh Long Phu Yen",Solar,Unknown,50,,,,,,," ",Vietnam,"Quang Nam","Nam Tra My",,
1598,"Thoen Power Plant",Biomass,Operational,9.9,2014,Thailand,"Advance Bio Asia Co"," Ltd.",,,," ",Thailand,Lampang,,
1599,"Thoi Lai waste management Nha may xu ly rac thai sinh hoat Thoi Lai",Waste,Operational,25,2018,China,"China Everbright International Limited",ADB,ADB,China,"China Everbright International Limited China",Vietnam,"Can Tho","Thoi Lai",,
1600,Thomsin,Hydro,Planned,5,,Thailand,"Ari Sain and XJC Joint Venture",,,," ",Laos,Champasak,Pathoomphone,,
1601,"Thon 5 Ninh Son Nha may dien mat troi thon 5 xa Ninh Son - 200 ha",Solar,Planned,170,2020,,,,,," ",Vietnam,"Khanh Hoa","Ninh Hoa",,
1602,"Thon Xuan Tay Nha may dien mat troi Thon Xuan Tay - 194.5ha",Solar,Planned,100,2020,Vietnam,"Cong ty TNHH dau tu va phat trien dien mat troi KN Van Ninh",,,," ",Vietnam,"Khanh Hoa","Van Ninh",,
1603,"Thoong Cot 2",Hydro,Operational,3.5,2013,Vietnam,"Truong Minh Co Ltd",,,," ",Vietnam,"Cao Bang","Trung Khanh",,
1604,"Thu Duc",Oil,Operational,279,,Vietnam,"Vietnam Electricity EVN",,,," ",Vietnam,"Ho Chi Minh","Thu Đuc",,
1605,"Thuan Hoa",Hydro,Operational,42,2017,Vietnam,"Thuan Hoa Hydropower Joint-Stock Company","World Bank Group","World Bank Group",China,"Peoples Electric Alliance China",Vietnam,"Ha Giang","Vi Xuyen",,
1606,"Thuan Minh 2 Nha may dien mat troi Thuan Minh 2 60 ha",Solar,"Under Construction",50,2019,Vietnam,"CTCP SD Truong Thanh",,,," ",Vietnam,"Binh Thuan","Ham Thuan Bac",,
1607,"Thuan Nam 19 Nha may dien mat troi Thuan Nam 19 73.5 ha",Solar,Operational,49,2019,Vietnam,"Tasco Energy JSC",,,," ",Vietnam,"Ninh Thuan","Thuan Nam",,
1608,"Thuan Nhien Phong Tru Tubin Đien gio Thuan Nhien Phong",Wind,Operational,32,2017,Vietnam,"Tong CTCP Xay dung Đien Viet Nam",,,Vietnam,"Cong Ty Co phan Tazon",Vietnam,"Binh Thuan","Bac Binh",,
1609,"Thungsung Green Company Limited",Biomass,Unknown,9.2,2016,"Thailand; Germany","Thungsung Green Co Ltd.",,,," ",Thailand,"Nakhon Si Thammarat","Thung Song",,
1610,"Thuong An",Hydro,Operational,2.4,2008,Vietnam,"Bac Kan Hydropower Petro & Gasoline JSC",,,," ",Vietnam,"Bac Kan","Ngan Son",,
1611,"Thuong Kon Tum Hydropower project",Hydro,Postponed,220,,Vietnam,EVN," Vinh Son Song Hinh Hydropower JSC VSH",,,China,"Power Construction Corp"," China Railway Construction China",Vietnam,,
1612,"Thac Ba Nha may dien mat troi noi tren ho Thac Ba",Solar,"Under Construction",500,2019,"South Korea; Vietnam","Solkiss Ltd."," EVN",,,," ",Vietnam,"Yen Bai",,
1613,Tigyit,Coal,Operational,120,2005,"China; Myanmar","Wuxi Huaguang Electric Power Engineering Co"," China National Heavy Machinery Corporation"," Eden Group"," Shan Yoma Nagar",,,China,"China National Heavy Machinery Corporation China",,
1614,Timit,Hydro,Planned,30,,China,"PowerChina International",,,," ",Myanmar,Chin,Palam,,
1615,"Tipayanarai Company Limited TP",Solar,Operational,3.7,2013,Thailand,"Tipayanarai Co Ltd. Solar Power Asset Co Ltd.; Solar Power Company Limited",,,," ",Thailand,"Lop Buri","Chai Badan",,
1616,Tongxinqiao,Hydro,Planned,340,2026,"China; Myanmar","Yunnan Energy Investment Group"," International Group of Entrepreneurs",,,"China; Myanmar","YEIG China/IGOEC Myanmar",Myanmar,Kachin,,
1617,Tornhim," Muangtalim Power Plant",Hydro,Planned,300,,Thailand,"Pongsak Group",,,China,"Power Construction Corp China",Laos,Xekong,,
1618,Tornsim,Hydro,Planned,5,,Thailand,"Charoen Xaytong Construction",,,," ",Laos,Champasak,Pathoomphone,,
1619,"TPI Cement coal plant",Coal,Operational,150,2017,Thailand,"TPI Polene Power",,,," ",Thailand,Saraburi,"Kaeng Khoi",,
1620,"Tra Xom",Hydro,Operational,20,2013,Vietnam,"Tra Xom Hydropower JSC",,,," ",Vietnam,"Binh Đinh","Vinh Thanh",,
1621,"Trang Palm Oil Wastewater Treatment Project",Waste,Unknown,2.126,,Thailand,"Trang Palm Oil Co Ltd.",,,Japan,"Mitsubishi UFJ Morgan Stanley Securities Co Ltd.",Thailand,Trang,Sikao,,
1622,"Trang power stations",Biomass,Operational,7.5,2013,Thailand,"OTACO Co"," Ltd.",Thailand,"Kasikorn Bank Thailand",Thailand,"ATT Consultants Co"," Ltd.",Thailand,,
1623,"Tri An 1 Nha may dien mat troi noi Tri An 1 - 176 ha",Solar,Planned,1000,2020,Vietnam,EVN,Vietnam,"Cong ty MT Energy DBFOM",Vietnam,"Cong ty MT Energy DBFOM",Vietnam,"Đong Nai","Vinh Cuu",,
1624,"Tri An 2 - Nha may dien mat troi noi Tri An 2 - 176 ha",Solar,Planned,126,2025,Vietnam,EVN,,,," ",Vietnam,"Đong Nai","Vinh Cuu",,
1625,"Tri An Dong Nai Nha may dien mat troi noi Tri An Đong Nai 1610 ha",Solar,Planned,1000,2020,Vietnam,"Cong ty TNHH Phuoc An tinh Vinh Phuc lien doanh voi mot so cong ty",,,," ",Vietnam,"Đong Nai","Vinh Cuu",,
1626,"Tri An Floating Nha may dien mat troi noi ho Tri An 1700 ha",Solar,Planned,1500,2020,Vietnam,"Cong ty TNHH tu van cong nghe va dau tu THT Ha Noi",,,," ",Vietnam,"Đong Nai","Vinh Cuu",,
1627,"Tri An Lake Du an dien mat troi Ho Tri An - 1200 ha",Solar,Planned,1000,2020,Vietnam,"Cong ty co phan Le Delta Ha Noi",,,," ",Vietnam,"Đong Nai","Vinh Cuu",,
1628,"Tri Energy Power Plant",Gas,Operational,700,2000,Thailand,"Ratchaburi Electric Generating Company",,,," ",Thailand,Ratchaburi,"Muang Ratchaburi",,
1629,"Truc Son Du an dien mat troi Truc Son - 45-49 ha",Solar,"Under Construction",44.4,2019,"Spain; Japan; Vietnam","Univergy International"," Europe Clean Energies"," Thanh Nien Media Corporation JSC",,,," ",Vietnam,,
1630,"Trung Son",Hydro,Operational,250,2017,Vietnam,EVN,"World Bank Group","World Bank Group","South Korea; Vietnam","Samsung C&T Corp"," Construction JSC 47",Vietnam,"Thanh Hoa",,
1631,"Trung Thu Thuy dien Trung Thu",Hydro,Operational,30,2016,Vietnam,"Power Construction No1 JSC",,,," ",Vietnam,"Đien Bien","Muong Cha",,
1632,"Trungnam Solar Farm",Solar,Operational,204,2018,Vietnam,"CTCP Đien Mat Troi Trung Nam",,,," ",Vietnam,"Ninh Thuan","Thuan Bac",,
1633,"Trungnam Thuan Nam",Solar,Operational,450,2020,Vietnam,"Trungnam Group",,,,,Vietnam,"Ninh Thuan","Thuan Nam",,
1634,"Trungnam Tra Vinh Solar Farm",Solar,Operational,140,2019,Vietnam,"CTCP Đien Mat Troi Trung Nam",,,," ",Vietnam,"Tra Vinh","Duyen Hai Thi xa",,
1635,"Trungnam Wind Farm",Wind,Operational,151.95,2016,"Vietnam; Finland","Trungnam Wind Power Cong ty Co phan Đien gio Trung Nam",,,," ",Vietnam,"Ninh Thuan","Thuan Bac",,
1636,"Tri An Hydro",Hydro,Operational,400,1988,Vietnam,EVN," Tri An Hydropower Company",,,Vietnam,"Eastern Construction Co",Vietnam,"Đong Nai",,
1637,"TSBP Sekong Power and Mineral Co Ltd",Coal,Planned,600,,Laos,"TSBP Sekong Power and Mineral Co Ltd",,,," ",Laos,Xekong,Lamarm,,
1638,"TTC 1 and TTC 2 120 ha",Solar,Operational,118.8,2019,"Thailand; Vietnam","Gulf Energy Development"," TTC Group",,,"Vietnam; India","Thanh Thanh Cong subsidiaries EPC"," O&M"," Sterling and Wilson India",,
1639,"TTC Ham Phu 02",Solar,Operational,49,2019,Vietnam,"Gia Lai Electricity Joint Stock Company GEG"," TTC Duc Hue Long An Joint Stock Company",,,Japan,"Sharp Energy Solutions SESJ Design Consultants"," NSN Joint Stock Company Vietnam",Vietnam,,
1640,"TTC Krong Pa Đien mat troi TTC Krong Pa 70 ha",Solar,Operational,49,2018,Vietnam,"TTC and GEC Tap doan TTC va Cong ty Co phan Đien Gia Lai GEC",Vietnam,Vietcombank,Japan,"JGC Japan",Vietnam,"Gia Lai","Krong Pa",,
1641,"TTC Phong Dien Solar Farm Đien mat troi TTC Phong Đien",Solar,Operational,35,2018,"Vietnam; Japan","Sharp Corporation"," TTC Group",IFC,IFC,," ",Vietnam,"Thua Thien Hue",,
1642,"TTY Cambodia Biogas Project",Waste,Operational,4.05,2008,Cambodia,"T.T.Y Agricultural Plant Development and IMEX Co Ltd"," Carbon Bridge Pte Ltd",,,," ",Cambodia,"Tbong Khmum",,
1643,"Tuamromtamteum Electricity Factory Salavan Province",Hydro,"Under Construction",15,2018,Laos,"Chungyang EC Simuang Lao Company",,,," ",Laos,Saravan,Saravane,,
1644,"Tuan An Nha may dien mat troi hoa luoi Tuan An 10 ha",Solar,Operational,10,2019,Vietnam,"Cty CP Đien mat troi Tuan An",,,," ",Vietnam,"Khanh Hoa","Cam Ranh",,
1645,Tukahe,Hydro,Operational,165,2006,China,"Yunnan Datang International Lixianjiang Hydropower Development Company Ltd.; 大唐国际发电股份有限公司、北京国电安融能源投资有限公司和思茅市国有资产经营有限责任公司，股权比例分别为70 PCT、25 PCT和5 PCT",China,,China," ",China,Yunnan,Puer,,
1646,Tuoba,Hydro,"Under Construction",1400,,China,"‎Huaneng Lancang Hydropower Co Ltd",China,,China,"China Huaneng Group; PowerChina",China,Yunnan,"Deqen Tibetan",,
1647,"Tuy Phong Nha may dien mat troi Tuy Phong - 50 ha",Solar,Operational,30,2019,Vietnam,"Power Plus Vietnam Company",,,Japan,"Jinko Solar"," Power Electronic"," Daihen",Vietnam,,
1648,"Tuy Phong I Đien gio Tuy Phong"," giai doan I",Wind,Operational,30,2008,Vietnam,"Cong ty co phan Nang luong tai tao Viet Nam REVN",,,," ",Vietnam,"Binh Thuan",,
1649,"Tuy Phong II Đien gio Tuy Phong"," giai doan II",Wind,Planned,90,,Vietnam,"Cong ty co phan Nang luong tai tao Viet Nam REVN",,,," ",Vietnam,"Binh Thuan",,
1650,"Tuyen Quang Hydro",Hydro,Operational,342,2007,Vietnam,EVN,,,," ",Vietnam,"Tuyen Quang","Na Hang",,
1651,"UB Tapioca Starch Wastewater Treatment Project",Waste,Unknown,1.904,,Thailand,"Ubon Biogas Co Ltd.",,,"United Kingdom","Camco Carbon Ltd.",Thailand,"Ubon Ratchathani","K. Na Yia",,
1652,"Ubol Ratana Dam",Hydro,Operational,25.2,,Thailand,EGAT,,,," ",Thailand,"Khon Kaen","Ubol Ratana",,
1653,"Ubol Ratana Floating Solar",Solar,Planned,24,2023,Thailand,EGAT,,,,,Thailand,"Khon Kaen","Ubol Ratana",,
1654,"Ubon Ratchathani - SPP4 Solar Power Plant",Solar,Operational,6,,Thailand,"SPP Four Co Ltd SPP 4",ADB,ADB,Sweden,"Swedish Energy Agency",Thailand,"Ubon Ratchathani","Det Udom",,
1655,"Ubon Ratchathani Solar Power Plant",Solar,Operational,1,,Thailand,"Thai Solar Energy Public Company Limited TSE",,,," ",Thailand,"Ubon Ratchathani","Muang Ubon Ratchatani",,
1656,"Udon Thani - BSP 2 Solar Power Plant",Solar,Operational,2,,Thailand,"Bangkok Solar Power Company"," Ltd.",,,," ",Thailand,"Udon Thani",,
1657,"Udon Thani - SPCG Solar Power Plant",Solar,Operational,7.4,2014,Thailand,"Solar Power Udon Thani 1 Company Limited",,,," ",Thailand,"Udon Thani","Ban Phu",,
1658,"Univanich Lamthap Biomass Project",Biomass,Unknown,1.2,,Thailand,"Univanich Palm Oil Public Co Ltd",,,," ",Thailand,Krabi,"Lam Thap",,
1659,"Univanich Lamthap POME Biogas Project",Biomass,Unknown,0.952,,Thailand,"Univanich Palm Oil Public Co Ltd; Carbon Bridge Pte Ltd",,,," ",Thailand,Krabi,"Lam Thap",,
1660,"Univanich Siam Biogas to Energy Project",Waste,Unknown,0.952,,Thailand,"Univanich Oalm Oil Public Co Ltd.",,,"United Kingdom","EcoSecurities International Ltd.",Thailand,Krabi,"Ao Luk",,
1661,"Univanich TOPI Biogas Project",Waste,Unknown,2.856,,Thailand,"Univanich Palm Oil Public Co Ltd.",,,Thailand,"Carbon Bridge Pte Ltd",Thailand,"Surat Thani",Prasaeng,,
1662,"Uong Bi Extention I Nhiet dien Uong Bi I mo rong",Coal,Operational,300,2007,Vietnam,"Vietnam Electricity EVN",China,"China Exim Bank China",," ",Vietnam,"Quang Ninh","Uong Bi",,
1663,"Uong Bi Extention II Nhiet dien Uong Bi II mo rong",Coal,Operational,330,2014,Vietnam,"Vietnam Electricity EVN",China,"China Exim Bank China",China,"China Chengda Engineering Corporation. China",Vietnam,"Quang Ninh","Uong Bi",,
1664,"Uong Bi I Nhiet dien Uong Bi I",Coal,Operational,105,1976,Vietnam,"Vietnam Electricity EVN",,,," ",Vietnam,"Quang Ninh","Uong Bi",,
1665,"UPOIC Wastewater Treatment for Energy Generation",Waste,Unknown,1.904,,Thailand,"United Palm Oil industriy PCL",,,," ",Thailand,Krabi,"Khao Phanom",,
1666,"Upper Prek Ter",Hydro,Planned,15,,,,,,," ",Cambodia,Mondulkiri,"Ou Reang",,
1667,"Upper Sesan IV",Hydro,Planned,350,,,,,,," ",Cambodia,"Ratanak Kiri","Ou Ya Dav",,
1668,"Upper Stung Russei Chrum",Hydro,Planned,32,,,,,,," ",Cambodia,"Koh Kong","Thma Bang",,
1669,Utai,Gas,Operational,1600,2015,Japan,"Gulf JP UT","Japan; ADB","JBIC; ADB",," ",Thailand,"Phra Nakhon Si Ayutthaya",Uthai,,
1670,"Uthaithani Bio Energy Co",Ltd,Biomass,Unknown,16,,Thailand,"Uthaithani Bio Energy Co"," Ltd.",,,," ",Thailand,,
1671,"V.O Net Biodiesel Asia",Solar,Operational,1.2,,Thailand,"V.O Net Biodiesel Asia",,,," ",Thailand,Kalasin,"Yang Talat",,
1672,"V.P. Farms Pig Manure Methanisation",Waste,Unknown,0.71,,Thailand,"Foxsys Co Ltd",Austria,"Kommunalkredit Public Consulting GmbH; ETS GmbH",," ",Thailand,"Chiang Mai","Mae Rim",,
1673,"Vajiralongkorn Dam",Hydro,Operational,300,1985,Thailand,EGAT,,,Thailand,EGAT,Thailand,Kanchanaburi,"Thong Pha Phum",,
1674,"Van Chan",Hydro,Operational,57,,Vietnam,"Van Chan Hydropower JSC",,,," ",Vietnam,"Yen Bai","Van Chan",,
1675,"Van Phong 1 Nha may Nhiet dien BOT Van Phong 1",Coal,"Under Construction",1320,2023,Japan,"Sumitomo Corporation","Japan; Singapore; China",JBIC," Sumitomo Mitsui Banking Corp"," MUFG Bank"," Ltd."," Mizuho Bank"," Ltd.",,
1676,"Van Phong 2",Coal,Cancelled,1320,2020,"South Korea; Vietnam","Keangnam Enterprises"," Hanoi Industrial Construction and Investment JSC",,,," ",Vietnam,"Khanh Hoa",,
1677,"Vedan Vietnam Cogeneration power station",Coal,Operational,60,2015,Vietnam,"Vedan Vietnam Joint Stock Company",,,," ",Vietnam,"Đong Nai","Long Thanh",,
1678,"VG Energys Waste to Power",Waste,Unknown,2.83,,Thailand,"VG Energy Co Ltd.","United Kingdom","Barclays Bank PLC",," ",Thailand,Chumphon,"Muang Chumphon",,
1679,"VG Energys Waste to Power",Waste,Unknown,5.6,,Thailand,"VG Energy Co Ltd.","United Kingdom","Barclays Bank PLC",," ",Thailand,Chumphon,"Tha Sae",,
1680,"Vietnam Solar Rooftop Projects",Solar,Operational,9583,2021,,,,,,,Vietnam,"Binh Đinh","Tay Son",,
1681,"Vinh Ha",Hydro,Operational,,2016,,,,,China,"China Energy Engineering Group Guangxi China"," Electric Power Design Institute Co"," Ltd China",Vietnam,,
1682,"Vinh Hao Nha may dien mat troi Vinh Hao",Solar,Operational,50,2019,Vietnam,"CTCP Đien mat troi Vinh Hao",,,Vietnam,"Vu Phong Solar",Vietnam,"Binh Thuan","Tuy Phong",,
1683,"Vinh Hao 6 Nha may dien mat troi Vinh Hao 6 - 60 ha",Solar,Operational,50,2019,"Vietnam; Saudi Arabia","FECON JSC"," Acwa Power",Vietnam,"HD Bank",China,Chint,Vietnam,"Binh Thuan",,
1684,"Vinh Son",Hydro,Operational,66,2001,Vietnam,EVN," Vinh Son-Song Hinh Hydropower JSC",,,," ",Vietnam,"Binh Đinh",,
1685,"Vinh Son 5",Hydro,Operational,28,2014,Vietnam,"Vinh Son Hydropower Investment JSC",,,," ",Vietnam,"Binh Đinh","Vinh Thanh",,
1686,"Vinh Tan 1 Nha may Nhiet dien Vinh Tan 1",Coal,Operational,1200,2018,"China; Vietnam","Southern Power 50 PCT"," China Power International Development Company 45 PCT"," and Vinacomin 5 PCT","China; ADB","ADB; Export-Import Bank of China; China Export & Credit Insurance Corporation Sinosure; and China Development Bank",China,"China Power International Development Company",Vietnam,,
1687,"Vinh Tan 1 Nha may dien mat troi Vinh Tan",Solar,Operational,6,2019,,,,,," ",Vietnam,"Binh Thuan","Tuy Phong",,
1688,"Vinh Tan 2 Nha may Nhiet dien Vinh Tan 2",Coal,Operational,1245,2014,Vietnam,EVN,"China; Vietnam","China Exim Bank China; Vietnam Development Bank Vietnam",China,"Shanghai Electric Group ChinaEPC",Vietnam,"Binh Thuan","Tuy Phong",,
1689,"Vinh Tan 2 Nha may dien mat troi Vinh Tan 2 49.2 ha",Solar,Operational,6,2019,,,,,," ",Vietnam,"Binh Thuan","Tuy Phong",,
1690,"Vinh Tan 3 Nha may Nhiet dien Vinh Tan 3",Coal,"Under Construction",1980,2024,"Hong Kong"," China; Vietnam",OneEnergy," Electricity Vietnam",China,"China Development Bank & CLP Holdings"," Industrial and Commercial Bank of China",China,"Harbin Electric",,
1691,"Vinh Tan 4 + Extension Nha may Nhiet dien Vinh Tan 4 mo rong",Coal,Operational,1800,2019,Vietnam,EVN,"South Korea; Japan","Korea EXIM bank Korea; Japan Bank of International Cooperation Japan","Japan; South Korea","Mitsubishi Japan and Doosan Heavy Industries South KoreaEPC",Vietnam,"Binh Thuan","Tuy Phong",,
